id,age,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
15531,0.09507110396704692,184378,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,Puerto-Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15532,-1.0557827925520795,212304,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15533,-0.5187176408431537,108023,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15534,0.01834751086577183,456922,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15535,-1.2092299787546297,109307,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15537,0.2485182901695971,201785,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15538,0.4019654763721473,43711,12,Married-civ-spouse,Sales,Husband,White,Male,7688,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15539,-0.672164827045704,141118,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15541,-0.9790591994508043,177858,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,-0.31324819315565683,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15543,1.5528193728912736,116442,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15544,0.6321362556759725,287828,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15545,0.939030628081073,156003,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15546,-0.13509967533677836,95855,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15547,1.5528193728912736,188041,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15548,-1.1325063856533546,172496,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,1.1151389136216603,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15549,1.015754221182348,164530,7,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,-1.8256580709198749,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15550,0.2485182901695971,194636,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15551,0.939030628081073,355551,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,0.2749112037526502,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15552,0.8623070349797979,30447,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15553,-0.4419940477418787,188246,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15555,1.2459250004861733,115439,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15556,-0.5954412339444289,80511,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,0.1908884327657492,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15557,0.6321362556759725,318593,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-1.40554421598537,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15559,0.2485182901695971,236323,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15560,-1.592847944261005,120544,5,Never-married,Other-service,Own-child,Black,Male,0,0,-2.24577192585438,United-States,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15561,0.7855834418785227,315984,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15562,0.171794697068322,247752,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15563,-1.2092299787546297,324637,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,-0.9854303610508648,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15564,0.6321362556759725,209320,9,Separated,Other-service,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15565,-0.8256120132482542,147560,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,1.1151389136216603,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15566,1.9364373383976492,185912,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,-0.5653165061163599,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15567,0.8623070349797979,159219,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,Canada,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15568,2.55022608320785,284120,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15569,-0.05837608223550326,110713,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15570,0.939030628081073,293802,3,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0.8630706006609572,United-States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15571,0.2485182901695971,115178,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,-2.24577192585438,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15572,-0.21182326843805344,219483,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15573,-0.8256120132482542,37250,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,-2.1617491548674788,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15574,-0.21182326843805344,99270,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15576,0.4019654763721473,151780,10,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15577,0.4786890694734224,102147,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15578,-1.3626771649571798,305781,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15579,0.5554126625746975,39606,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,England,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15580,-0.9790591994508043,187652,12,Never-married,Tech-support,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15582,0.939030628081073,204322,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15583,-0.13509967533677836,329980,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15585,-0.8256120132482542,584790,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15586,-0.36527045464060365,177331,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15588,-0.36527045464060365,271933,14,Never-married,Exec-managerial,Unmarried,White,Female,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15589,-0.5187176408431537,195602,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15590,-1.2092299787546297,180339,12,Never-married,Sales,Own-child,White,Female,0,0,1.9553666234906701,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15591,-0.9790591994508043,252565,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1.1151389136216603,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15592,-0.4419940477418787,197424,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15595,-1.6695715373622801,369909,6,Never-married,Other-service,Own-child,White,Male,0,0,-1.8256580709198749,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15596,1.015754221182348,84808,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15597,-0.9790591994508043,285004,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,-0.5653165061163599,South,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15598,0.5554126625746975,216414,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15600,0.171794697068322,564135,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15601,0.6321362556759725,197038,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15602,0.171794697068322,188738,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,-1.2374986740115679,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15603,0.4786890694734224,257609,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15604,-0.4419940477418787,288825,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2258,3.5517992722417895,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15605,-0.36527045464060365,342709,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15606,-0.36527045464060365,175856,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,1.1151389136216603,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15608,-0.2885468615393285,135162,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15609,-1.6695715373622801,182070,7,Never-married,Other-service,Own-child,White,Female,0,0,-2.1617491548674788,United-States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15610,1.3993721866887234,206343,9,Separated,Machine-op-inspct,Not-in-family,White,Male,2174,0,-0.1452026511818548,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15612,-1.592847944261005,87157,8,Never-married,Other-service,Own-child,White,Male,0,0,-1.40554421598537,United-States,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15613,-0.36527045464060365,154120,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,1.1151389136216603,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15615,1.4760957797899985,267663,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,-0.1452026511818548,Mexico,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15616,-0.13509967533677836,66686,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15617,-0.05837608223550326,63509,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15618,1.3226485935874484,170324,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,-0.1452026511818548,Trinadad&Tobago,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15619,-0.21182326843805344,195516,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15620,-0.2885468615393285,111387,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1579,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15623,-0.7488884201469791,267989,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15625,0.5554126625746975,164733,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.06117988019495381,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15627,0.939030628081073,35576,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,-0.31324819315565683,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15628,-0.4419940477418787,182971,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15631,1.3993721866887234,375868,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15633,-1.2092299787546297,434894,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15634,2.7036732694104,199136,13,Widowed,Craft-repair,Not-in-family,White,Male,15831,0,-2.833931322762687,Germany,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15636,1.3226485935874484,200235,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15637,1.6295429659925487,95490,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15638,-0.13509967533677836,29054,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,3.5517992722417895,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15639,-0.5187176408431537,208180,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,-1.4895669869722707,United-States,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15641,-0.21182326843805344,191161,9,Never-married,Sales,Not-in-family,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15642,-0.5954412339444289,206046,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15643,1.4760957797899985,41374,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15645,0.32524188327087217,74581,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5269795167133532,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15646,-1.2092299787546297,114357,9,Never-married,Tech-support,Own-child,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15647,-0.8256120132482542,141957,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,2.375480478425175,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15648,-0.672164827045704,373213,11,Divorced,Sales,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15649,-1.2859535718559048,185279,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,-2.1617491548674788,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15650,0.6321362556759725,138107,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2258,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15651,0.09507110396704692,111483,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15653,-0.4419940477418787,167474,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15655,0.01834751086577183,258102,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15656,0.01834751086577183,198841,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15657,0.5554126625746975,148738,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1740,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15658,2.4735024901065747,105200,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6767,0,-1.8256580709198749,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15659,-1.439400758058455,175069,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,-0.1452026511818548,Yugoslavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15660,0.4019654763721473,106682,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15662,0.2485182901695971,140474,12,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15663,-0.7488884201469791,250967,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,0.5269795167133532,United-States,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15664,0.32524188327087217,320277,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15665,-1.2859535718559048,249727,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,-0.9854303610508648,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15666,0.2485182901695971,212027,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15668,-0.8256120132482542,31717,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15669,-0.9790591994508043,177147,13,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,1.9553666234906701,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15670,0.7855834418785227,31650,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15671,-0.4419940477418787,137059,10,Never-married,Other-service,Not-in-family,White,Female,0,0,-2.665885780788885,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15672,0.32524188327087217,55213,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,0.8630706006609572,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15673,0.6321362556759725,28035,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15675,-0.5954412339444289,98639,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15676,-0.13509967533677836,237995,11,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,0.5269795167133532,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15677,0.4786890694734224,94962,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,England,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15678,0.6321362556759725,194698,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15679,-0.05837608223550326,83727,9,Divorced,Other-service,Unmarried,White,Female,0,0,0.5269795167133532,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15680,-0.8256120132482542,210765,9,Never-married,Craft-repair,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15681,1.3993721866887234,134195,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15682,1.2459250004861733,145214,10,Divorced,Adm-clerical,Unmarried,White,Female,4650,0,-1.8256580709198749,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15683,-0.9023356063495293,365916,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1.3672072265823632,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15684,-0.13509967533677836,389725,8,Divorced,Craft-repair,Own-child,White,Male,0,0,-0.5653165061163599,United-States,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15685,-0.2885468615393285,231180,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1.5352527685561652,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15687,0.2485182901695971,133584,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,El-Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
